Chidamber-Kemerer metrics,lun., 24 oct. 2022 22:54:29 EDT
org.jfree.chart.text.TextBox,9,0,1,0,44,47
org.jfree.chart.text.TextFragment,7,0,1,0,25,28
org.jfree.chart.text.TextLine,8,0,1,0,24,24
org.jfree.chart.text.TextMeasurer,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.text.TextUtils,38,0,3,0,43,76
org.jfree.chart.text.format.HMSNumberFormat,1,0,2,0,4,4
org.jfree.chart.text.format.HMSNumberFormatTest,1,0,1,0,2,1
org.jfree.chart.text.format.HexNumberFormat,0,0,2,0,7,9
org.jfree.chart.text.format.LogFormat,2,0,2,0,12,20
org.jfree.chart.text.format.LogFormatTest,3,0,4,0,13,4
org.jfree.chart.text.format.RelativeDateFormat,2,0,2,0,29,46
org.jfree.chart.text.format.RelativeDateFormatTest,1,0,7,0,30,8
org.jfree.chart.title.CompositeTitle,13,2,2,0,36,18
org.jfree.chart.title.CompositeTitleTest,9,0,5,0,27,5
org.jfree.chart.title.DateTitle,7,3,1,0,7,5
org.jfree.chart.title.DateTitleTest,4,0,4,0,17,4
org.jfree.chart.title.ImageTitle,9,2,1,0,34,30
org.jfree.chart.title.ImageTitleTest,0,0,1,0,1,1
org.jfree.chart.title.ShortTextTitle,9,3,2,0,32,24
org.jfree.chart.title.ShortTextTitleTest,4,0,4,0,14,4
org.jfree.chart.title.TextTitle,38,2,1,2,80,99
org.jfree.chart.title.TextTitleTest,4,0,4,0,24,4
org.jfree.chart.title.Title,30,1,3,5,31,36
org.jfree.chart.title.TitleTest,5,0,2,0,11,2
org.jfree.chart.urls.CategoryURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.CustomCategoryURLGenerator,4,0,1,0,8,22
org.jfree.chart.urls.CustomCategoryURLGeneratorTest,4,0,5,0,18,5
org.jfree.chart.urls.CustomPieURLGenerator,5,0,1,0,8,20
org.jfree.chart.urls.CustomPieURLGeneratorTest,4,0,4,0,13,4
org.jfree.chart.urls.CustomXYURLGenerator,4,0,1,0,8,22
org.jfree.chart.urls.CustomXYURLGeneratorTest,4,0,5,0,18,5
org.jfree.chart.urls.PieURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.StandardCategoryURLGenerator,15,0,1,0,10,16
org.jfree.chart.urls.StandardCategoryURLGeneratorTest,4,0,4,0,14,4
org.jfree.chart.urls.StandardPieURLGenerator,6,0,1,0,7,13
org.jfree.chart.urls.StandardPieURLGeneratorTest,4,0,4,0,14,4
org.jfree.chart.urls.StandardXYURLGenerator,7,0,1,1,6,11
org.jfree.chart.urls.StandardXYURLGeneratorTest,3,0,2,0,6,2
org.jfree.chart.urls.StandardXYZURLGenerator,4,1,1,0,2,1
org.jfree.chart.urls.TimeSeriesURLGenerator,6,0,1,0,11,17
org.jfree.chart.urls.TimeSeriesURLGeneratorTest,4,0,4,0,13,4
org.jfree.chart.urls.XYURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.XYZURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.util.AttrStringUtils,5,0,2,0,17,32
org.jfree.chart.util.DefaultShadowGenerator,7,0,1,0,16,28
org.jfree.chart.util.DirectionalGradientPaintTransformer,1,0,1,0,2,10
org.jfree.chart.util.ExportUtils,2,0,4,0,8,8
org.jfree.chart.util.GradientPaintTransformType,10,n/a,2,n/a,2,0
org.jfree.chart.util.GradientPaintTransformer,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.util.PaintAlpha,1,0,1,0,8,27
org.jfree.chart.util.ShadowGenerator,n/a,n/a,n/a,n/a,3,n/a
org.jfree.chart.util.StandardGradientPaintTransformer,19,0,1,0,7,16
org.jfree.chart.util.StringUtils,2,0,3,0,4,6
org.jfree.data.ComparableObjectItem,16,0,2,5,9,13
org.jfree.data.ComparableObjectItemTest,3,0,5,0,16,5
org.jfree.data.ComparableObjectSeries,22,1,1,6,34,50
org.jfree.data.ComparableObjectSeriesTest,5,0,5,0,23,5
org.jfree.data.ComparableObjectSeriesTest.MyComparableObjectSeries,3,2,2,0,8,4
org.jfree.data.DataUtils,13,0,6,0,18,32
org.jfree.data.DataUtilsTest,3,0,4,0,21,7
org.jfree.data.DatasetChangeConfirmation,6,0,1,0,1,1
org.jfree.data.DefaultKeyedValue,6,0,2,0,9,13
org.jfree.data.DefaultKeyedValueTest,3,0,5,0,17,5
org.jfree.data.DefaultKeyedValues,16,0,4,0,31,43
org.jfree.data.DefaultKeyedValues2D,13,0,1,0,36,56
org.jfree.data.DefaultKeyedValues2DTest,4,0,13,0,36,14
org.jfree.data.DefaultKeyedValuesTest,5,0,16,0,43,18
org.jfree.data.DomainInfo,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.DomainOrder,13,n/a,2,n/a,2,0
org.jfree.data.DomainOrderTest,2,0,1,0,8,3
org.jfree.data.ItemKey,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.KeyToGroupMap,7,0,1,0,14,34
org.jfree.data.KeyToGroupMapTest,3,0,8,0,22,8
org.jfree.data.KeyedObject,3,0,2,0,8,12
org.jfree.data.KeyedObjectTest,4,0,4,0,13,4
org.jfree.data.KeyedObjects,6,0,1,0,23,37
org.jfree.data.KeyedObjects2D,8,0,1,0,32,56
org.jfree.data.KeyedObjects2DTest,4,0,11,0,32,11
org.jfree.data.KeyedObjectsTest,5,0,10,0,29,10
org.jfree.data.KeyedValue,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.KeyedValueComparator,6,0,1,0,7,18
org.jfree.data.KeyedValueComparatorType,2,n/a,2,n/a,2,0
org.jfree.data.KeyedValues,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.KeyedValues2D,n/a,n/a,n/a,n/a,7,n/a
org.jfree.data.KeyedValues2DItemKey,4,0,1,0,9,13
org.jfree.data.KeyedValuesItemKey,2,0,1,0,7,9
org.jfree.data.Range,139,0,1,1,24,50
org.jfree.data.RangeInfo,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.RangeTest,2,0,12,0,37,13
org.jfree.data.RangeType,3,n/a,2,n/a,2,0
org.jfree.data.RangeTypeTest,2,0,1,0,8,3
org.jfree.data.UnknownKeyException,20,0,0,0,1,1
org.jfree.data.Value,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.Values,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.Values2D,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.category.CategoryDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.category.CategoryRangeInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.category.CategoryToPieDataset,14,1,2,0,27,39
org.jfree.data.category.CategoryToPieDatasetTest,5,0,1,0,24,6
org.jfree.data.category.DefaultCategoryDataset,41,1,2,1,51,35
org.jfree.data.category.DefaultCategoryDatasetTest,5,0,14,0,36,14
org.jfree.data.category.DefaultIntervalCategoryDataset,10,2,2,0,39,83
org.jfree.data.category.DefaultIntervalCategoryDatasetTest,4,0,20,0,45,20
org.jfree.data.category.IntervalCategoryDataset,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.category.SlidingCategoryDataset,7,1,1,0,32,34
org.jfree.data.category.SlidingCategoryDatasetTest,5,0,9,0,30,9
org.jfree.data.flow.DefaultFlowDataset,8,1,3,0,33,42
org.jfree.data.flow.DefaultFlowDatasetTest,3,0,6,0,18,6
org.jfree.data.flow.FlowDataset,n/a,n/a,n/a,n/a,8,n/a
org.jfree.data.flow.FlowDatasetUtils,5,0,5,0,17,26
org.jfree.data.flow.FlowKey,11,0,3,0,9,14
org.jfree.data.flow.FlowKeyTest,2,0,3,0,10,3
org.jfree.data.flow.NodeKey,9,0,2,0,8,12
org.jfree.data.flow.NodeKeyTest,2,0,3,0,10,3
org.jfree.data.function.Function2D,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.function.LineFunction2D,4,0,1,0,7,9
org.jfree.data.function.LineFunction2DTest,2,0,4,0,13,4
org.jfree.data.function.NormalDistributionFunction2D,3,0,2,0,7,10
org.jfree.data.function.NormalDistributionFunction2DTest,2,0,4,0,13,4
org.jfree.data.function.PolynomialFunction2D,5,0,1,0,9,8
org.jfree.data.function.PolynomialFunction2DTest,2,0,6,0,16,6
org.jfree.data.function.PowerFunction2D,3,0,1,0,7,9
org.jfree.data.function.PowerFunction2DTest,2,0,4,0,13,4
org.jfree.data.gantt.GanttCategoryDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.gantt.SlidingGanttCategoryDataset,8,1,1,0,52,61
org.jfree.data.gantt.SlidingGanttCategoryDatasetTest,7,0,4,0,21,6
org.jfree.data.gantt.Task,13,0,5,0,18,22
org.jfree.data.gantt.TaskSeries,11,1,1,0,18,17
org.jfree.data.gantt.TaskSeriesCollection,16,2,1,0,54,64
org.jfree.data.gantt.TaskSeriesCollectionTest,7,0,10,0,73,27
org.jfree.data.gantt.TaskSeriesTest,4,0,4,0,15,4
org.jfree.data.gantt.TaskTest,4,0,4,0,19,4
org.jfree.data.gantt.XYTaskDataset,11,3,2,0,45,44
org.jfree.data.gantt.XYTaskDatasetTest,6,0,3,0,19,3
org.jfree.data.general.AbstractDataset,55,0,1,15,14,16
org.jfree.data.general.AbstractSeriesDataset,11,1,2,3,7,5
org.jfree.data.general.Dataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.general.DatasetChangeEvent,34,0,1,0,2,2
org.jfree.data.general.DatasetChangeListener,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.general.DatasetUtils,63,0,41,0,122,319
org.jfree.data.general.DatasetUtilsTest,33,0,19,0,150,65
org.jfree.data.general.DefaultHeatMapDataset,5,1,3,0,19,32
org.jfree.data.general.DefaultHeatMapDatasetTest,6,0,4,0,26,5
org.jfree.data.general.DefaultKeyedValueDataset,7,1,1,0,16,20
org.jfree.data.general.DefaultKeyedValueDatasetTest,3,0,4,0,13,4
org.jfree.data.general.DefaultKeyedValues2DDataset,3,2,0,0,0,0
org.jfree.data.general.DefaultKeyedValues2DDatasetTest,4,0,2,0,10,2
org.jfree.data.general.DefaultKeyedValuesDataset,3,2,0,0,0,0
org.jfree.data.general.DefaultKeyedValuesDatasetTest,5,0,2,0,9,2
org.jfree.data.general.DefaultPieDataset,25,1,3,1,41,29
org.jfree.data.general.DefaultPieDatasetTest,6,0,6,0,26,7
org.jfree.data.general.DefaultValueDataset,10,1,1,0,11,10
org.jfree.data.general.HeatMapDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.general.HeatMapUtils,6,0,3,0,13,7
org.jfree.data.general.IntervalDataItem,1,0,3,0,4,4
org.jfree.data.general.KeyedValueDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.KeyedValues2DDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.KeyedValuesDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.PieDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.Series,36,0,3,6,16,19
org.jfree.data.general.SeriesChangeEvent,14,0,0,0,1,1
org.jfree.data.general.SeriesChangeListener,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.general.SeriesDataset,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.general.SeriesException,7,0,0,0,1,1
org.jfree.data.general.TestIntervalCategoryDataset,7,1,3,0,54,43
org.jfree.data.general.TestIntervalXYZDataset,4,0,7,0,20,20
org.jfree.data.general.ValueDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.WaferMapDataset,5,1,5,0,26,29
org.jfree.data.io.CSV,2,0,1,0,7,16
org.jfree.data.json.JSONUtils,4,0,2,0,10,14
org.jfree.data.json.impl.JSONArray,3,0,2,0,7,13
org.jfree.data.json.impl.JSONAware,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.json.impl.JSONObject,3,0,2,0,11,14
org.jfree.data.json.impl.JSONStreamAware,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.json.impl.JSONValue,5,0,1,0,10,40
org.jfree.data.resources.DataPackageResources,0,0,1,0,1,1
org.jfree.data.resources.DataPackageResources_de,0,0,1,0,1,1
org.jfree.data.resources.DataPackageResources_es,0,0,1,0,1,1
org.jfree.data.resources.DataPackageResources_fr,0,0,1,0,1,1
org.jfree.data.resources.DataPackageResources_pl,0,0,1,0,1,1
org.jfree.data.resources.DataPackageResources_ru,0,0,1,0,1,1
org.jfree.data.statistics.BoxAndWhiskerCalculator,5,0,1,0,8,19
org.jfree.data.statistics.BoxAndWhiskerCalculatorTest,2,0,1,0,15,4
org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,n/a,n/a,n/a,n/a,18,n/a
org.jfree.data.statistics.BoxAndWhiskerItem,10,0,9,0,14,26
org.jfree.data.statistics.BoxAndWhiskerItemTest,2,0,2,0,4,2
org.jfree.data.statistics.BoxAndWhiskerXYDataset,n/a,n/a,n/a,n/a,11,n/a
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,10,1,1,2,77,82
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDatasetTest,6,0,8,0,36,9
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,9,3,4,0,40,49
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest,5,0,6,0,30,6
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,10,1,1,0,38,41
org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest,6,0,8,0,23,8
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,12,1,2,0,58,65
org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest,5,0,7,0,31,11
org.jfree.data.statistics.HistogramBin,2,0,2,0,9,13
org.jfree.data.statistics.HistogramBinTest,3,0,3,0,9,3
org.jfree.data.statistics.HistogramDataset,9,4,1,0,30,43
org.jfree.data.statistics.HistogramDatasetTest,8,0,6,0,28,11
org.jfree.data.statistics.HistogramType,1,n/a,2,n/a,2,0
org.jfree.data.statistics.MeanAndStandardDeviation,2,0,2,0,9,15
org.jfree.data.statistics.MeanAndStandardDeviationTest,2,0,3,0,8,3
org.jfree.data.statistics.MultiValueCategoryDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.statistics.Regression,4,0,3,0,10,36
org.jfree.data.statistics.RegressionTest,4,0,2,0,18,14
org.jfree.data.statistics.SimpleHistogramBin,4,0,2,0,12,35
org.jfree.data.statistics.SimpleHistogramBinTest,3,0,5,0,18,5
org.jfree.data.statistics.SimpleHistogramDataset,11,4,4,0,39,43
org.jfree.data.statistics.SimpleHistogramDatasetTest,4,0,5,0,21,5
org.jfree.data.statistics.StatisticalCategoryDataset,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.statistics.Statistics,4,0,3,0,14,46
org.jfree.data.statistics.StatisticsTest,1,0,11,0,23,12
org.jfree.data.time.DateRange,5,1,2,0,12,9
org.jfree.data.time.DateRangeTest,2,0,4,0,11,4
org.jfree.data.time.Day,26,1,2,0,34,31
org.jfree.data.time.DayTest,5,0,22,0,65,35
org.jfree.data.time.DynamicTimeSeriesCollection,14,4,2,0,53,90
org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,1,0,1,0,4,5
org.jfree.data.time.FixedMillisecond,3,1,2,0,17,24
org.jfree.data.time.FixedMillisecondTest,2,0,4,0,14,4
org.jfree.data.time.Hour,11,1,1,0,39,37
org.jfree.data.time.HourTest,5,0,23,0,62,31
org.jfree.data.time.Millisecond,8,1,1,0,38,36
org.jfree.data.time.MillisecondTest,8,0,21,0,67,27
org.jfree.data.time.Minute,12,1,2,0,39,36
org.jfree.data.time.MinuteTest,6,0,21,0,60,27
org.jfree.data.time.Month,12,1,2,0,32,47
org.jfree.data.time.MonthTest,7,0,21,0,64,35
org.jfree.data.time.MovingAverage,11,0,4,0,31,32
org.jfree.data.time.MovingAverageTest,4,0,1,0,9,2
org.jfree.data.time.Quarter,7,1,2,0,29,35
org.jfree.data.time.QuarterTest,5,0,24,0,65,36
org.jfree.data.time.RegularTimePeriod,42,0,9,10,19,24
org.jfree.data.time.Second,11,1,2,0,39,38
org.jfree.data.time.SecondTest,7,0,20,0,62,26
org.jfree.data.time.SimpleTimePeriod,8,0,1,0,11,20
org.jfree.data.time.SimpleTimePeriodTest,2,0,7,0,16,7
org.jfree.data.time.TimePeriod,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.time.TimePeriodAnchor,11,n/a,2,n/a,2,0
org.jfree.data.time.TimePeriodAnchorTest,2,0,1,0,5,2
org.jfree.data.time.TimePeriodFormatException,7,0,0,0,1,1
org.jfree.data.time.TimePeriodValue,6,0,2,0,10,17
org.jfree.data.time.TimePeriodValueTest,4,0,4,0,14,4
org.jfree.data.time.TimePeriodValues,8,1,1,0,36,44
org.jfree.data.time.TimePeriodValuesCollection,12,4,1,0,46,41
org.jfree.data.time.TimePeriodValuesCollectionTest,8,0,5,0,27,6
org.jfree.data.time.TimePeriodValuesTest,11,0,12,0,43,12
org.jfree.data.time.TimePeriodValuesTest.MySeriesChangeListener,3,0,1,0,4,4
org.jfree.data.time.TimeSeries,17,1,3,0,76,138
org.jfree.data.time.TimeSeriesCollection,22,4,2,0,62,71
org.jfree.data.time.TimeSeriesCollectionTest,12,0,10,0,60,13
org.jfree.data.time.TimeSeriesDataItem,6,0,2,0,10,15
org.jfree.data.time.TimeSeriesDataItemTest,3,0,3,0,9,3
org.jfree.data.time.TimeSeriesTableModel,5,0,6,0,16,26
org.jfree.data.time.TimeSeriesTest,16,0,22,0,106,44
org.jfree.data.time.TimeTableXYDataset,14,4,1,0,56,51
org.jfree.data.time.TimeTableXYDatasetTest,5,0,6,0,24,6
org.jfree.data.time.Week,5,1,2,0,31,53
org.jfree.data.time.WeekTest,4,0,25,0,66,37
org.jfree.data.time.Year,22,1,2,0,21,26
org.jfree.data.time.YearTest,4,0,25,0,57,31
org.jfree.data.time.ohlc.OHLC,3,0,4,0,8,13
org.jfree.data.time.ohlc.OHLCItem,6,1,5,0,15,11
org.jfree.data.time.ohlc.OHLCItemTest,5,0,5,0,21,5
org.jfree.data.time.ohlc.OHLCSeries,8,2,2,0,18,8
org.jfree.data.time.ohlc.OHLCSeriesCollection,14,3,3,0,48,40
org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,9,0,7,0,32,9
org.jfree.data.time.ohlc.OHLCSeriesTest,9,0,11,0,36,12
org.jfree.data.time.ohlc.OHLCTest,2,0,4,0,11,4
org.jfree.data.xml.CategoryDatasetHandler,6,1,2,0,11,9
org.jfree.data.xml.CategorySeriesHandler,5,0,1,0,14,9
org.jfree.data.xml.DatasetReader,5,0,1,0,11,7
org.jfree.data.xml.DatasetTags,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.xml.ItemHandler,6,0,1,0,13,11
org.jfree.data.xml.KeyHandler,4,0,1,0,10,9
org.jfree.data.xml.PieDatasetHandler,6,1,2,0,11,9
org.jfree.data.xml.RootHandler,7,0,1,2,6,10
org.jfree.data.xml.ValueHandler,4,0,1,0,8,10
org.jfree.data.xy.AbstractIntervalXYDataset,19,3,4,14,8,8
org.jfree.data.xy.AbstractXYDataset,17,2,3,10,5,5
org.jfree.data.xy.AbstractXYZDataset,4,3,1,2,2,2
org.jfree.data.xy.CategoryTableXYDataset,11,4,2,0,55,33
org.jfree.data.xy.CategoryTableXYDatasetTest,6,0,6,0,22,6
org.jfree.data.xy.DefaultHighLowDataset,6,3,8,0,20,34
org.jfree.data.xy.DefaultHighLowDatasetTest,4,0,4,0,12,4
org.jfree.data.xy.DefaultIntervalXYDataset,11,4,1,0,26,34
org.jfree.data.xy.DefaultIntervalXYDatasetTest,5,0,3,0,38,17
org.jfree.data.xy.DefaultOHLCDataset,9,3,3,0,27,29
org.jfree.data.xy.DefaultOHLCDatasetTest,6,0,6,0,20,6
org.jfree.data.xy.DefaultTableXYDataset,26,4,2,0,68,69
org.jfree.data.xy.DefaultTableXYDatasetTest,8,0,6,0,24,6
org.jfree.data.xy.DefaultWindDataset,7,3,2,0,18,26
org.jfree.data.xy.DefaultWindDatasetTest,7,0,2,0,23,8
org.jfree.data.xy.DefaultXYDataset,17,3,2,4,19,29
org.jfree.data.xy.DefaultXYDatasetTest,4,0,6,0,23,8
org.jfree.data.xy.DefaultXYZDataset,12,4,2,0,22,29
org.jfree.data.xy.DefaultXYZDatasetTest,4,0,6,0,23,8
org.jfree.data.xy.IntervalXYDataset,n/a,n/a,n/a,n/a,8,n/a
org.jfree.data.xy.IntervalXYDelegate,14,0,1,0,33,40
org.jfree.data.xy.IntervalXYDelegateTest,5,0,3,0,17,3
org.jfree.data.xy.IntervalXYZDataset,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.MatrixSeries,6,1,1,1,14,20
org.jfree.data.xy.MatrixSeriesCollection,9,4,1,0,28,23
org.jfree.data.xy.MatrixSeriesCollectionTest,5,0,4,0,16,4
org.jfree.data.xy.MatrixSeriesTest,3,0,6,0,18,6
org.jfree.data.xy.NormalizedMatrixSeries,1,2,1,0,12,6
org.jfree.data.xy.OHLCDataItem,6,0,6,0,10,17
org.jfree.data.xy.OHLCDataItemTest,2,0,3,0,7,3
org.jfree.data.xy.OHLCDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.xy.TableXYDataset,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.TableXYDatasetTest,5,0,3,0,36,13
org.jfree.data.xy.Vector,4,0,1,0,7,11
org.jfree.data.xy.VectorDataItem,6,1,5,0,15,8
org.jfree.data.xy.VectorDataItemTest,4,0,4,0,13,4
org.jfree.data.xy.VectorSeries,7,2,3,0,19,10
org.jfree.data.xy.VectorSeriesCollection,12,3,1,0,33,22
org.jfree.data.xy.VectorSeriesCollectionTest,7,0,5,0,24,5
org.jfree.data.xy.VectorSeriesTest,8,0,7,0,37,12
org.jfree.data.xy.VectorTest,2,0,4,0,11,4
org.jfree.data.xy.VectorXYDataset,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.WindDataItem,1,0,3,0,6,14
org.jfree.data.xy.WindDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XIntervalDataItem,5,1,4,0,12,8
org.jfree.data.xy.XIntervalDataItemTest,3,0,4,0,16,4
org.jfree.data.xy.XIntervalSeries,6,2,2,0,17,9
org.jfree.data.xy.XIntervalSeriesCollection,11,4,1,0,39,27
org.jfree.data.xy.XIntervalSeriesCollectionTest,7,0,6,0,24,6
org.jfree.data.xy.XIntervalSeriesTest,7,0,8,0,41,14
org.jfree.data.xy.XYBarDataset,12,4,2,0,34,29
org.jfree.data.xy.XYBarDatasetTest,5,0,4,0,15,4
org.jfree.data.xy.XYCoordinate,3,0,1,0,8,17
org.jfree.data.xy.XYCoordinateTest,2,0,4,0,11,4
org.jfree.data.xy.XYDataItem,4,0,3,0,14,21
org.jfree.data.xy.XYDataItemTest,3,0,3,0,11,3
org.jfree.data.xy.XYDataset,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.XYDatasetTableModel,6,0,3,0,16,17
org.jfree.data.xy.XYDomainInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYInterval,2,0,5,0,7,14
org.jfree.data.xy.XYIntervalDataItem,4,1,6,0,16,12
org.jfree.data.xy.XYIntervalDataItemTest,3,0,4,0,18,4
org.jfree.data.xy.XYIntervalSeries,8,2,2,0,21,11
org.jfree.data.xy.XYIntervalSeriesCollection,12,4,1,0,37,27
org.jfree.data.xy.XYIntervalSeriesCollectionTest,5,0,6,0,22,6
org.jfree.data.xy.XYIntervalSeriesTest,7,0,8,0,42,13
org.jfree.data.xy.XYIntervalTest,2,0,3,0,8,3
org.jfree.data.xy.XYItemKey,3,0,1,0,9,13
org.jfree.data.xy.XYRangeInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYSeries,50,1,6,0,63,100
org.jfree.data.xy.XYSeriesCollection,50,4,1,0,73,81
org.jfree.data.xy.XYSeriesCollectionTest,10,0,13,0,54,16
org.jfree.data.xy.XYSeriesTest,7,0,17,0,75,36
org.jfree.data.xy.XYZDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XisSymbolic,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.YInterval,2,0,3,0,5,10
org.jfree.data.xy.YIntervalDataItem,4,1,4,0,12,8
org.jfree.data.xy.YIntervalDataItemTest,3,0,4,0,16,4
org.jfree.data.xy.YIntervalSeries,8,2,2,0,17,9
org.jfree.data.xy.YIntervalSeriesCollection,12,4,1,0,33,24
org.jfree.data.xy.YIntervalSeriesCollectionTest,5,0,6,0,22,6
org.jfree.data.xy.YIntervalSeriesTest,7,0,8,0,37,12
org.jfree.data.xy.YIntervalTest,2,0,3,0,8,3
org.jfree.data.xy.YWithXInterval,2,0,3,0,5,10
org.jfree.data.xy.YWithXIntervalTest,2,0,3,0,8,3
org.jfree.data.xy.YisSymbolic,n/a,n/a,n/a,n/a,3,n/a

